no.ofsimilartips,tip
0,"It is a very nicely done restaurantService: Adequate, the waitress came a few times and was courteous."
0,"I could go on and on about each dish I've eaten there, but alas, I'll spare you the details."
0,I don't think I have ever had a bad meal or drink here (although the red sangria was a bit too strong/brandy tasting).
0,because they are just incredible (the blood orange martini and the mojito are both amazing).
0,I'd suggest starting out with a cocktail (or two!)
0,The zeppoles/donuts are a MUST- they're to die for.
0,"I must say, as a resident of Astoria, Locale is the greatest restaurant I've tried."
0,I can't wait to go back in summer to sit outside and try the margaritas that a friend has always recommended to me.
0,It's pretty small but we had a seat by the window so didn't have to sit in tables right next to each other.
0,The restaurant itself is very cute and definitely highlighted for me how young Astoria as a neighborhood really is (or is getting).
0,Super cute date spot great ambiance love the decor with your SO or your gfs
0,That was a bummer but it did seem like the steak would have been delicious if it were actually rare.
0,"The one downside, food-wise, was my boyfriend's steak wasn't rare at all despite ordering it medium rare and them apparently being kind of a ""steak place."""
0,Both very delicious and the outdoor seating made it that much more enjoyable
0,The coffee at the end was a HUGE cup for the end of the night but I wasn't complaining.
0,But the Zeppoles were AHHHH-mazing.
0,Shoulda done outdoor seating but maybe next time.
0,That place is perfect for starting your day off.
0,I felt like the bill came out a little too high considering it's a neighborhood restaurant in Astoria.
0,Also love the spacing and the serenity of the place
0,All I have to say wasWOWthat Chicken and Waffle was amazing and it was definitely the best Ive ever had
0,The vintage movies being projected on the white washed brick walls are an added charm to the place.
0,Bread to go with sauce was garlicky but i didn't like that one end of it was already dipped into the sauce plate because it got a little soggy.
0,I dont know why it came out after our appetizers were brought to us since it was cold bread anyway not like it was being newly prepared in the back
0,you have to be careful bc Ive either had amazing food here or terrible food
0,"Carbonara was good, but tasted a little like chicken bullion powder."
0,If you dont have a palate and want to eat whatever this is the place to go
0,At no point did this place ever  blow me away
0,"Wish places lumped em in brunch price like Fattys (even if they're not ""loaded"" with vodka or celery and such - it's just nice to go with the meal)."
0,"Glad I tried here finally and i would go back if someone wanted to go, but was happier at Fattys, flo and ovelia."
0,Pasta was cooked well
0,"The missus had the Benedict - again very good , but shy of something I would rave about and say you HAD to go and try."
0,"The gnocchi was dense and gluey, sauce was good for first few bites but since it was very creamy, i had trouble finishing portion even though it was not that big."
0,Came on a Monday evening at 5:30 so it was relatively quiet.
0,"Its open late, they don't pressure you, the waiters are great they know their wines and offer awesome suggestions.... Its a great place to have a drink or eat a delicious dinner."
0,"The restaurant has a great atmosphere, good crowd, good service and a unique take on the cuisine, I'll try it again sometime when my pocketbook can better take the hit."
0,Had our choice of sitting inside or out
0,"I can imagine that at a restaurant like this you really get what you pay for, and there are some chef's specialties like the Mozzarella Olivata which is homemade cheese served hot with olives and tomatoes."
0,"I had ordered the dish with a white sauce which was flavorful but thin, and didn't really stick to anything.Other times we've eaten at Locale the food was very good, and we tried tonight to keep the price down."
0,"The pasta itself wasn't anything special, and the sauce wasn't quite what I expected, as it was rather thin."
0,"It wasn't that 'lumpy' but didn't seem to be loaded with much bread either.I ordered the seafood pasta which was served with a whole assortment of seafood: scallops, shrimp, clams, mussels, calamari and crab."
0,"There was a saucer of marinara sauce for dipping, but it was too chunky and the zucchini strips too thin to make it easy to dip into and get good 'coverage'."
0,"The restaurant was crowded, though I'd say it is a little pricey for the neighborhood, but the cuisine is definitely above average.We ordered the fried zucchini as an appetizer."
0,My roommate got tomato soup for her appetizer and it was not good.
0,"The appetizers are the best, with the braised meatballs and the fried artichoke hearts being my favorites."
0,"It wasn't our final choice, but I was glad i was able to try out their brunch menu yesterday."
0,"If you're alone or don't want a big sit-down production, sit at the bar."
0,DECOR Pretty trendy
0,"The music was fun as well, but I some may not like it (I liked it a lot).OVERALL- Food was good, and I can't really complain."
0,"They also have a cute little couch/lounging area that is great for a small group of friends to chill out, have a drink and an appetizer together before starting the night."
0,There is outdoor seating a big selling point for me in the summer
0,Hopefully the service issue was a one time thing b/c I'm definitely interested in revisiting this joint.
0, Apologies for the lack of pictures
0,"Idk what happened to me, but I totally forgot to take them =/ When it's a holiday you should brunch the day away."
0,They should adjust their prices a bit because they are across from a bodega not in the middle of Chelsea.
0,#baked #lasagna #brunch #holiday #eggs #yolkporn #bacon #sausage #breakfast #idreamofqueens #pasta #wakeandbake #astoria #qtgm I'm so bad.
0,Only draw back is that there should be a perk for eating in Astoriayet the price is just like Manhattan
0,"Seeing very positive reviews for both brunch and dinner, I figured I'd check it out!"
0,They have a decent amount of options for brunch no boozy specials sorry so it was definitely hard to pick
0,"Also, the shrimp were cooked well.We also ordered the special: the Chicken and Waffles - they were crusted with a cornmeal coating and topped with a maple honey butter."
0,"I'll miss the wonderful brunches here, specifically the eggs benedict."
0,I would not dine here again.. i recently moved and while i don't regret moving i wish this restaurant/bar could have moved with me!
0,"Mark the bar tender is personable, friendly, and made us feel so relaxed."
0,"I can understand that it is upscale for the neighborhood, but I don't think it has anything that special, not for the price they charge."
0,Extensive selection of drinks from cocktails to wines to aperitifs
0,Its kind of like hanging out at a friends house
0,"If it's not busy, the waitstaff will join you at the bar."
0,The bartenders are cool and are willing to experiment on any drink combination that you care to dream up.
0,"The small restaurant is a few blocks off the subway line, tucked away in a residential part of Astoria."
0,"It's quickly become a neighborhood favorite I'd been to Locale before I even moved to the city, but this weekend was my first time back."
0,The first time we went my boyfriend had the fagottini alla barbabietole and he didnt shut up for a week about how amazing it was and now orders it every time we go
0,"The food was mediocre, as was our dessert - the sandwiches were skimpy on the inside with tons of bread on the outside, and the french toast bread pudding w/ nutella was tough and chewy... On the plus side, the waitress was friendly and good, and the coctails were tasty, especially the bourbon bloody mary."
0,"I'll take my parents here when they visit NYC.My reservations were happily greeted despite arriving a few minutes late.Talk about finding a golden egg, here's my experience.My date and I opened with Kale Caesar Salad."
0,The oils seasonings and cheese blending perfectly with white anchovie paste
0,"A dish to remember that prepared us for the entree.The entree was presented open faced to my date with thumb out of the plate- something you see at a 5 star restaurant.Again, the service and style was impeccable.Entrée being roasted rosemary chicken on a bed of potatoes mash surrounded by a lovely moat of gravy."
0,"Topped with a duo of de-skined roast plum tomatos.Each bite was worth every chew.If I had one request as a chicken going to slaughter, I would ask for this to be my fate.Desert was presented in the same method, respecting my girlfriend.A coconut panna cotta spired with a golf ball mango sorbet and pineapple chutney, sitting in a shallow layer of guava soup.If Gilligan and his crew had this coconut dish, the whole squad wouldn't have left the island.After our meal, Chef John the owner himself, came out to greet us and thank us for our patronage."
0,"Did they think we were critics from michilen, NY times...?This was a very special service that I will not forget."
0,"I think this place is still a hidden and quaint local spot in Astoria and hope that we can still drop by, with no reservations, on any given morning with the same greeting and amazing food/service."
0,"Unbelievably awesome in pretty much everyway.An unforgettable meal, excellent service, and adorable atmosphere."
0,"I really hope this place is as good on super busy nights.I was sad it was over, but happy that it happened."
0,I dont blame the servers who kept apologizing
0,Around the table were orders of pancakes and burgers
0,Woke up to have brunch this morning in a group of 8 with no reservations
0,The portions were way smaller than expected.
0,"My risotto was more watery than creamy, and the beans dominated the taste."
0,"The salmon was kind of bland, but the sauce and corn did spice it up a little."
0,A few people commented on the brunch Ive had the brunch once or twice and its definitely not as strong as their dinner menu but I dont think of Local as a brunch place so its not really considered in my 5 starer
0,Always a jaw dropping selection of specials great food friendly service reasonable prices given the quality and nice atmosphere
0,We  definitely left here hungry.
0,I recommend Cafe Bar down the street
0,This is not a problem if you do a select few dishes extremely well but thats not the case at Locale
0,Lazy at bestTheres little variety on the menu
0,The eggs Benedict was served with a softboiled rather than poached egg
0,"In addition, they had a very excellent brunch cocktail menu."
0,"Although we had one waitress when our party was there, she was very attentive to everyone."
0,All and all I can't imagine the service to be that bad on a daily basis especially after lookin at at other reviews however very disappointing to say the least.
0,Our waitress was very enthusiastic and knowledgable of the menu.
0,"""Dinner is a different story though."
0,I'll admit the brunch can be hit or miss.
0,Maybe next time I'll just stick to a drink at the bar... or not.
0,I order the Italian  Benedict the hollandaise sauce  was exquisite and to top it all the banana Ricotta  Zeppole  are to die for.
0,Place is nice and airy but their brunch menu is so blend.
0,"service is attentive and speedy, especially if you opt for an early dinner."
0,"their salads are creatively delicious (yay, i said it)  and they've always got host of features."
0,first things first its super cute  sexy decor an impressive bar and a nice raised loungeyarea
0,"Gastroteca is a very airy gem in the residential areas of Long Island City, perhaps bordering on Astoria?"
0,"While the salmon was fresh, the egg perfectly half runny, crostino toasted to excellence, I still prefer the classic on English muffins."
0,This place is the best in the neighborhood (south astoria).We've been for both romantic dinner and casual late brunch with friends several times and have always enjoyed the food & service.
0,Drink it before the ice melts because it has the perfect consistency right when its prepared
0,"I would skip the former and dig in the latter, yum!"
0,It was honored no problem
0,"As Astoria begins to gentrify due to the onslaught of hipsters, ex-Wallstreet employees and the rest move out of the increasingly expensive city places like the trendy Locale being to pop up."
0,"Everyone is as pleasant as pie... and the wine list isn't that bad either... One additional thing i noticed about this place is that there's a huge mirror above the bar, tilted downwards, perfect for spying down your date's shirt."
0,If youre in the neighborhood and want a nice meal definitely stop by
0,Very sad to write this review but the service was TERRIBLE.
0,Ive been wowed a few times and safisfied the rest with my meal and the service
0,Thankfully the food was good so the wait for the next 25 minutes for our entrees was worth it.
0,The place has way too many tables and gets extremely full on certain nights!
0,I would of given it 5 stars this time around BUT the waitstaff seemed to be a bit bipolar...he started off super sweet and THEN i did the unthinkable and accidentally hit my glass (empty) and it fell to the floor and broke...he instantly turned into a prick and was very rude...ummm sucks for him that he flipped BEFORE i wrote his tip in!
0,"Now that I moved 15 minutes away, I never come here, so it can't be that amazing."
0,Great portions as well not huge but enough to satisfy
0,It was 750 there was a reservation for 8 pm
0,While we waited we looked over the menu trying to make the next big food decision.
0,"I had of the vegetarian pastas which one she would recommend, of course it was the one with the white truffle sauce."
0,She said it was really heavy and both my mom and I were looking for something on the healthier side.
0,"While I was torn between a pasta dish and the polenta dish, my mom suggested that I asked if they'll do a half order of each."
0,While they weren't able to do a half order of the polenta they were able to with the pasta!
0,The presentation of this was really cool.
0,It also wasn't over dressed which was nice.
0,I'm so happy we ordered this dish and a half size could truly be a meal within itself.
0,It was important that you had a bite of the pasta with the a walnut because the sharpness of the cheese with the nutty walnut flavor was outstanding.
0,"The beet was present but it wasn't a very strong flavor, just enough to give a little bit of sweetness."
0,This polenta was unlike any polenta I've ever had before.
0,My mom pointed out that all the polenta she has had is always very dense whereas this was really nice and light.
0,It was a chunky sauce and you could see the veggies but it had this great kick to it.
0,"Again, I was shocked at how busy it was so it was a little on the noisy side but we were still able to have a conversation at the table."
0,I figured I'd scope out Open Tables to see if there were any reservations available.
0,At this point my mom and I were really hungry (dad had to sit dinner out because of the sausage he had at the San Gerrano Fest!)
0,Talk about luck of the draw on picking a restaurant
0,We got there on time and found the place was completely empty - not a great sign for a Sunday brunch spot.
0,I was expecting much better based on reviews and we were pretty disappointed.
0,Also seafood was not fresh.
0,I live on the same block the place is cute but the food only sounds good it's never amazing.
0,Husband ordered the eggplant and burrata sandwhich which was tasty and bread was fresh.
0,Back to the friesdefinitely worth another trip to Astoria just for them
0,Definitely saw a few eyecandies mmm
0,They did let us know that they'd be ready to go in about 45 minutes and if we wanted to come back we could then.
0,Cus of some picky customer must have been my old Boss haha
0,Once we got there we had to wait a few minutes for a table to be cleared but the host seemed gracious enough that we came back after we explained our earlier visit.
0,Our server didn't get our order down until at least 10 minutes and then the wait for the food seemed somewhat endless.
0,"One piece of advice that may have pushed my review to four stars - because it's the little things that go a long way, to make up for the inconvenience of not being ready for us at our reservation time it would have been nice if the restaurant offered us a comp'd appetizer or side or just didn't charge us for the coffee."
0,Its a few bucks but its the best way to make sure you send someone out with a positive reason to come back
0,We will likely be back there for brunch - but we would have raved about how Astoria has more heart when it comes to brunch than NYC had we gotten that extra bit of service!
0,I only come here once a month but this month they have a new Chef that won't do special request they have a California eggs Benedict I can't eat bread so I request a California omelette I got a big NO!!
0,It's an interesting little space which gives the restaurant a very cozy feel.
0,Incredible food matched by impeccable service.
0,I'm usually indifferent on mussels but they were outstanding as well as the calamari.The ambiance was very intimate and romantic but our work group make it work.
0,I come here fairly regularly for brunch because the food is delicious.
0,"Instead of writing short ribs, you should change it to kibbles of short ribs, because there was no sign of any meat.I thought it was cute that they sprinkled a little blue cheese over the dish.Please rename this dish ""Risotto with short ribs drippings""The decor is nice, come here to drink and nibble on small plates."
0,Such a lil GemVery friendly and sexy atmosphere
0,A great place for a glass of wine and a cheese plate
0,Have been meaning to come here for a while and we showed up without a reservation on a Sunday at noon
0,"If we come back, we will definitely make a reservation as the bar can get quite cramped."
0,One of my favorite dinner spots whenever I dont feel like cooking
0,"I've had here : Grilled Swordfish, Pasta Bolognese and Black Angus steak.Grilled Swordfish tasted ok, didn't know what to expect or how it should taste since I've never had swordfish."
0,"It was served with some fried onions but overall found it a little salty.Pasta Bolognese was about what you would expect, I was kinda wasted for that so I don't remember too much."
0,"Black angus steak was delicious, came precut with fries and argula on the side."
0,There is outdoor seating if you'd like and the street is typically pretty quiet.
0,If you come here with a date expect to walk out with a 80100 bill before tip
0,What a great local spot!This is my second time coming in and I plan on coming back many more times.
0,"I would recommend the Nutella 'stuffed' Texas toast.The only down side is it seems they have a small kitchen and staff, it was a little bit of a wait to get out food and the restaurant wasn't even half full."
0,Plus cant beat the yelp 10 discount
0,I have been here a few times now for brunch and lunch and each time Ive had delicious food great drinks and solid service
0,Very disappointing.Short Ribs with risotto - this was a bigger joke.
0,They can be serving any white fish and you wouldn't know!
0,"We Been before but Monique (maybe is spelled differently ) she was ..is great fast service really nice we love her :) First impression walking in the door was ""WOW""."
0,Try the espresso gelato
0,"The one thing I can't vouch for is the drinks/dinner/evening atmosphere because I've never been, but I would certainly be surprised if it was a letdown."
0,Everything was excellent (crispy gnocchi-crispy shrims-veal meatballs-risotto lamb sausage)service perfect.5 stars from me.nice job!!
0,"Everyone who works here is incredibly friendly and this place is completely free of that Brooklyn or Manhattan ""we are too cool"" pretentiousness."
0,"Apparently they do brunch too, but I have not experienced that (yet).FOOD: Our server recommended the Gorgonzola-stuffed pasta dish, and we were not disappointed."
0,Delicious super filling and paired with a great almost magenta colored
0,"The braised meatballs appetizer was delish as well, and I'll definitely be back to try their fish and steak entrees."
0,"It is GOOD.WINE: We were allowed to try the Cab Sauv (Snap Dragon) available by the glass, and to be honest, it was quite dull."
0,A LOT of places mark up their pasta dishes which is pretty silly when you think about how much the actual ingredients cost
0,"We opted for the more expensive Geyser Peak Cab Sauv ($45) and it was much, much better."
0,Definitely worth the difference in price
0,"If you're only up for a glass or two though, then you should probably opt for a different red, or perhaps a white.SERVICE: Pretty great service."
0,"Our entrees were kind of rushed out to us after the appetizer, and we ended up sticking around for a while in order to finish off the bottle."
0,"They also didn't charge us full price on the one scoop of Gelato that we wanted, which was noticed and appreciated.PRICE: Standard for a more upscale type restaurant, but I feel like their pasta dishes are slightly overpriced."
0,This isn't unique to Locale though.
0,The home fries didn't have a nice presentation to his dish and it was a bit stale.The drinks portion: I orderd a mango mimosa and he ordered a freddy kreuger ( spicier version of the bloody mary) Both drinks were good.Ambiance: It is a modern and pretty place with an full bar in front.
0,My boyfriend ordered the Portobello Benedict infused with truffle oil.
0,One thing happens when I eat something amazing is that I eat slowly wishing that it will never end.
0,"Why have just plain toast, when you can have nutella in it."
0,with a signature dish
0,A dish that really makes you say oh man I just got a hankering for the ABC dish at XYZ establishment
0,"The menu is pretty lackluster; you're standards like veal scallopine, seared salmon, a few pasta dishes, etc."
0,"Plus, the last drink my girlfriend has there, a mojito, tasted like someone dropped a shot of dish washing soap in it...Unless someone is treating me here, don't know if I'll actively try to come back any time soon."
0,Easily accessible via NQ trains lots of street parking nearby
0,"Staff is attentive but the kitchen is slooooow.Every item on the menu was ordered - nobody complained, but there wasn't a wave of silence when the food came either."
0,The starters were not good.
0,The sprout salad wasn't good either.
0,"The bartender and staff addressed us patiently as we changed our minds a dozen times before finally deciding - hey, we can order it all instead of trying to decide what dish to eat!And so we started off with Bloody Mary-s, and for me, a mango Mojito."
0,Totally worth feeling like a fatass.
0,"As for everything else, after my meal I couldn't fit to taste, but the plates were eaten clean and by the look of the satisfied smiles all around, this place is a solid 5 I'd say."
0,I would have to give it lower reviews because the chicken club sandwich I ordered was not good at all.
0,the bread was dry and burned and it was sliced chicken like in deli ham.
0,I need to go back and try another meal before I can give it a better review.
0,"Was there a couple of weeks ago, service is fast and food is good!"
0,I'd say ever so slightly above average actually.
0,"And while the service started strong, it quickly reverted to Locale's old reliable ineptitude (I was hoping that would not be inherited in the turnover) as I was left without a beverage throughout the majority of my entree (promised hot water for tea never came and my empty water glass never filled.)"
0,"The California Benedict is a joke -- ""avocado"" promised on the menu is a couple dollops of guacamole and you could hardly make out the roasted tomato at all under the poached egg."
0,The back corner is on a bit of a platform which makes for an interesting view if youre seated there
0,PS we ended up going to Brick Cafe where their service and food was spectacular!
0,enjoy
0,Locale is located in a quiet part of Astoria well a block away from bustling Broadway
0,"Since it is a small space, the tables are kind of close together and it gets loud so do not expect to have quiet conversations."
0,What is that amazing slightly crisp/buttery topping they put on top of the French Toast?
0,"After coming here for a brunch though, I have to say the physical space and decor were the best thing about it.One of the most attractive things about this place is the ambiance."
0,"The sides were also standard--nothing too exciting.This place is a fine place for standard brunch, but I don't know that I would return her for anything specific."
0,"It's not crowded either, so if you live in the 'hood it might do you well to come here instead of heading into the city for your benedict."
0,The area has so many other restaurants that I'd rather try what others have to offer before coming here again.
0,The desserts are delicious too (the boyfriend prefers the chocolate cake while I'm partial to the brownie).
0,"As I was trying to pick between orange juice and tea, the cheery waitress suggested an orange-flavored tea."
0,Going here for brunch is much more pleasant than trying to do the same in Manhattan.
0,"The portobella benedict was good, though I would have like more portabella on my benedict, and more home fries on the side (definitely stingy there)."
0,"I like the diversity of the menu, which includes brunch staples as well as more unique additions."
0,Nice outdoor seating' Went here last Sunday with two friends because we were able to make a reservation and I know how crazy brunch can get in Astoria.
0,"I should bring up that even though no cheese is listed on the menu, there was cheese melted onto every slice of bread."
0,"I can't eat dairy, so that was an immediate issue for me."
0,My guy friends ordered the recommended breakfast burrito - said it was mostly cheese and rice.
0,We look forward to coming here all the time and are very excited to try more new dishes on their fall menu!
0,I highly recommend this place for anyone visiting Astoriaalthough we try new places from time to time we always say Gastroteca is better and that we wish we had gone there instead
0,"This is my third time there.Reasons to disregard my review:1) It was brunch at noon on a Sunday, so it was crowded2) There were two large parties of about 8 (with children) there when we arrived3) I was with a group of 64) I am generally a cranky personBut here's my experience.The good:-The ambiance is great."
0,Great size great light corner restaurant option for a more secluded area with couches
0,- The server was very nice- Decent coffeeThe not-so-good:The food was terrible.
0,It took 35 minutes forgiven you were busy and had two huge parties ahead of us and when it arrived 2 of our entrees were cold
0,Youre called Locale
0,Not only was the wine great (and at 5 dollars a glass for happy hour very affordable) but their homemade pastas were out of this world.
0,"If you take 35 minutes to bring food and it's cold, you should comp it."
0,If you charge that much for waffles and bring fake syrup at least warn me that Im about to get something gross
0,I'll probably go back - that's how much I want to like this place.
0,"The food was good; the pork chops with green vegetables I ordered was savory; however, the desserts (mixed berry bread pudding and banana/caramel napolean) were mediocre."
0,"The cost of food was more than I would have liked to have pay for a meal, but its OK to treat yourself every now and again :) Oh, the staff was very friendly."
0,"It was a bit of a troop to get there since its difficult to find parking, but it was worth it.Service: We missed our reservation by 10 minutes, but we got lucky that it was a snowy day and people were too lazy to come out."
0,"I got the spaghetti stracchino and she got the pappardelle verde (white bolognese sauce), which was a special at the time but it was so popular the restaurant put it on their new fall menu."
0,A few months ago I moved to Astoria and my girlfriend and I came for a drink because it looked really cute and intimate.
0,The waitress was more than kind and brought back a cheese-less sandwich very quickly.
0,It didn't take long food to arrive and everybody were happy with their meal.
0,"The aioli was really just mayo, the avocado was under ripe and even the prosciutto didn't taste like much.The atmosphere and service are pretty great, though those are really the only high points of my experience at Locale."
0,We got the Balsamic Glazed Lamb Ribs and the Tagliatelle Aragosta with lobster.
0,My verdict GO
0,Good food nice portion size amazing wait staff
0,I believe that whenever you celebrate any event it is never great unless you recieve a great service.
0,"Our server Allyson was the BEST, absolute sweetheart!"
0,"The only thing, I wish steak could have a little more char grill taste to it."
0,Normally I don't write reviews on Yelp but this place is so great I had to!
0,My friend had the eggs Benedict which he reviewed as very delicious also
0,I was surprised that the crowd was quite thin on a Saturday at 1130 am-but that just means more brunch for me!
0,"The menu is brilliant, but when the food comes out, it's just ok."
0,"It's probably a place better suited for couples and friends, although you could bring well behaved kids here."
0,"I will say that it was a special occasion, my birthday, and I don't feel like they made any kind of big deal about that (like Martha's Bakery on Ditmars did ) I thought hey, maybe a free OJ on the house or something."
0,The portions were small but in a way that didn't make you feel super full on the way out.
0,not from our waitress but from the owner himself
0,"While that was not great, it wasn't our main concern."
0,"So she talked to the manager, who came by and said the dish was ""100% Gluten Free"", but I had to be sure, so I explained to him about the deep fryer situation, and he seemed enlightened and said he would be back."
0,How do you overpower lamb flavor with sauce
0,"Though again I'd be hard pressed to explain how the preparation of three appetizers could possibly require the better part of an hour, especially when the establishment is nowhere near full capacity, this element of our experience alone isn't what prompted this negative review."
0,I will also note that we were the only minorities at the establishment--make of that what you will.
0,Those long-awaited appetizers were mediocre.
0,Real milk hot chocolate
0,My friends are both designers and so their approval is hard to come by.
0,"I have walked past it several times and have always been tempted to eat there, but since dieting lately, I didn't think I could do it healthfully, and boy was I wrong."
0,Jen and my roommate also both had sangria
0,"I was really happy with the soup in terms of tomato flavor, but was disappointed in the broth to ingredient ratio."
0,Really earthy tasting with the arugula and portabello combination.
0,"The bill was under $100 for 3 of us, which for a restaurant of this quality, in service and in food, is fairly reasonable."
0,Lived a few blocks away from here for a good few years and always overlooked it.
0,Service definitely exceeds what I normally expect in Astoria which is a big surprise so please please keep up the good work guys
0,stopped in Locale on a Saturday at 930 and was able to sit down without a reservation
0,There was a small party of about 12 next to us that had a few very loud guests but whatever they eventually left.
0,"place is nice looking, exposed brick and iron feel with tin ceilings and antiquely wall coverings."
0,"After waiting forty-five minutes for these orders and the Coke, my fiancé finally went into the restaurant to inquire, and was told the drink would be coming out shortly, and the appetizers in another ten minutes at most."
0,"(Oddly enough, the two glasses of wine we ordered at around the same time appeared a mere five minutes after placing the initial order."
0,"My fiancé, his family and I stopped by this evening for dinner as it was one of the few local restaurants open on July 4th and seemed to have a charming ambiance."
0,It was our goto brunch spot when my boyfriend lived nearby it had just the perfect atmosphere whether you were vaguely hungover or perky and ready to tackle the day
0,The staff was apologetic because 'the restaurant was so swamped on a Saturday night'.
0,I shouldn't have to suffer at a restaurant because there are other people eating there.
0,This place is expensive enough and should have their act together.
0,My biggest regret was not calling earlier to make a reservation at Trattoria Vesta which blows this place out of the water on all accounts
0,And also for a french place they should have MUCH better coffee.
0,SmallCrowd goodService niceDesign and aDelicious brunch outdoors with mango drinks
0,They really know how to make good flawless food
0,Prejudice or ineptitude
0,"The seating is a bit weird (big deep benches in some areas) so for short people like me it can be a bit awkward, but the food is so tasty I don't really care."
0,Also their mimosa selection is nice.
0,Oh and their cheese polenta  order it
0,"But still, it's one of the cooler, more hip spots in the area (especially during the summer) and the food is great.During the warmer months they take down the walls and completely open up the front, which is a nice touch."
0,"Both brunch and dinner are excellent, but I prefer brunch."
0,"There's no beer on tap, which is a bummer, but you can't go wrong with icy cold tap water.Note: restaurant.com offers discounted dinner gift certificates but they do not work!"
0,fairly simple dish but very tasty
0,generous portion also more than enough to split for an app
0,overall a very pleasant dinner.
0,"So I then chose my six items, to which the manager replied two of the six items were not available."
0,"She makes up for this place!Lentil soup was good but our main courses were average, too heavy on sauce and nothing spectacular about it."
0,"I'll give it another try, maybe the chef was just not in a good mood that night."
0,I attempted to make a reservation 3 times before it was acutally completed
0,"They said yes, but they didn't know what it was and they would get back to me."
0,"I was finally instructed by the manager that I should pick six items off the current menu, anything except the skirt steak and we would recieve unlimited mimosas, bloody marys, coffee, and tea for $40."
0,"I thought that was a little high so I asked if we could get 4 options with unlimited drinks for $35 - no, couldn't do it."
0,Why say pick any six if you didnt mean it
0,We'll be going back this weekend to enjoy another feast with our friends visiting from out of town.Thanks Locale!
0,"Then I asked for savory vegatarian options, the manager replied with two meat filled choices - come on."
0,Fast forward to the morning of - I called around 11 am letting them know that we would only have 10 instead of the intended 15 for our 1:30 reservation.
0,5 minutes later my phone rings with the manager asking me if I was cancelling the reservation
0,"I said no I'm not cancelling, I'm letting you know that we will not be as many as originally thought."
0,He told me that I couldn't do that in the future but this time he would let it slide.
0,At no point was I informed that they needed 72 hours notice on adjusting the reservation
0,Vey nice décor and great staff
0,We ended up closing the restaurant portion down as we enjoyed our delicious Sirah and none of the staff bothered to rush us out but let us enjoy our time thereHIGHLY RECOMMENDED and they are even starting a movie night on Tuesdays with halfpriced bottles of wine
0,"one pasta, one veal, one chicken and 4 glasses of wine was $95 i dont know that there is much more on the menu i would run back for, i didnt really see any other entrees that i was interested in."
0,"While we were there the food looked amazing, but the communication between the staff was terrible, after a few mistakes and hearing the couple stand up and say, ""After 30-minutes of waiting and they didn't once tell us it's cash only"", we departed.As we left, we bumped into that same couple and they said that they were going to Locale a few blocks away since they were set on Italian."
0,there was a duck special that i guess they ran out of i would have tried if they had it.
0,i dont eat fish so i would like to see more meat options in the entree section.
0,they do offer quite a few pastas that sound good
0,Took my Mom here for dinner after a walk in Astoria Park
0,"The serving sizes are smaller than the gluttonous sizes in most restaurant, but it is plenty and no waste of food."
0,"FRIGGIN' AWESOME!My boyfriend and I were excited to go out and try a new Italian restaurant that had just opened in Astoria, which will remain nameless."
0,"After getting a good whiff of garlic and cheese, we realized that ours were as well so we headed on over to 34th Ave and we were SOOOOO HAPPY we did.We arrived around 8 on a Friday night and we didn't have to wait as we opted to sit inside (most of the outside tables were taken as people enjoyed the weather)."
0,"I wish I had a food critique's repertoire of food adjectives that I could use other than amazing because I don't know how else to describe it.The atmosphere was nice, relaxed, and unpretentious."
0,"Each plate kept getting better and better, but had we eaten the plates in reverse I would say the same."
0,The burrata on the crostino was so rich and creamy.
0,The veal meatballs are indescribably tender and perfectly seasoned in a sweet traditional marinara.
0,The rigatoni had such a rich flavor between the jowl and the onions.
0,And the pork chop my word
0,It was perfectly cooked and on a bed of broccoli rabe and cannellini beans
0,Make a awful sauce that stayed with my taste buds for the rest of the night
0,"I have a feeling that a lot of people enjoy being seen here, rather than eating, as the food and service was definitely subpar when it comes to what you can find in Astoria."
0,"I then- completely calmly and politely, told the owner that Locale is one of my favorite restaurants, and we love coming there, but we can't if they don't understand the complexities of GF cooking."
0,"I try and not be that guy to write something off after only visiting once, but I will not be visiting Locale again and figure I would share my experience since it seems that many people have strong positive feelings about this restaurant."
0,"Candles ( the real type, not the battery operated), high ceiling, high windows with white drapes create an almost urban gothic setting."
0,"While the menu offers up many Italian dishes there's also a selection of other fare, such as crab cake appetizer, cornish hen and salmon."
0,We started with an appetizer of fried calamari.I liked the fact that I could see actual slices of garlic in the dipping sauce.
0,Fortunately water refills were plentiful and overall service was spot on.Up next was my main course of pappardelle and lamb ragu.
0,And in the right corner pappardelle
0,"And as referee a large clump of goat's cheese...ding ding ding, let's get ready to eat!Fortunately I was able to stir it all up and the result of my labor was delicious."
0,"So delicious that I was scraping my plate in the hope that some more could magically appear.On a serious note, the portion did tend towards the small end of the spectrum and I observed the same with my wife's cornish hen so an appetizer is recommended.With room left for dessert, we decided to share an order of the apple nutella cobbler."
0,"Stepping away from the preceding sentence, I do wish that there was a bit more noticeable nutella flavor on top so my first few bites would not be in vain."
0,"That's a very minor critique and in no way interfered with the enjoyment of this dish.The appetizer, two entrees, dessert and a soda came to $60."
0,"If I return to this part of Astoria, I'd have to do the locale-motion again."
0,Choose whatever version you prefer Perfect place for brunch
0,"After contemplating about coming here for nearly 2 years now, I finally set a day and time to come here...and it was completely worth the wait!"
